1011,Capital souscrit - non appelé
1012,Capital souscrit - appelé non versé
10131,Capital non amorti
10132,Capital amorti
1018,Capital souscrit soumis à des réglementations particulières
1041,Primes d'émission
1042,Primes de fusion
1043,Primes d'apport
1044,Primes de conversion d'obligations en actions
1045,Bons de souscription d'actions
1051,Réserve spéciale de réévaluation
1052,Écart de réévaluation libre
1053,Réserve de réévaluation
1055,Écarts de réévaluation (autres opérations légales)
1057,Autres écarts de réévaluation en France
1058,Autres écarts de réévaluation à l'étranger
10611,Réserve légale proprement dite
10612,Plus-values nettes à long terme
1062,Réserves indisponibles
1063,Réserves statutaires ou contractuelles
10641,Plus-values nettes à long terme
10643,Réserves consécutives à l'octroi de subventions d'investissement
10648,Autres réserves réglementées
10681,Réserve de propre assureur
10688,Réserves diverses
107,Écarts d'équivalence
108,Compte de l'exploitant
109,Actionnaires: capital souscrit - non appelé
110,Report à nouveau (solde créditeur)
119,Report à nouveau (solde débiteur)
120,Résultat de l'exercice (bénéfice)
129,Résultat de l'exercice (perte)
1311,État
1312,Régions
1313,Départements
1314,Communes
1315,Collectivités publiques
1316,Entreprises publiques
1317,Entreprises et organismes privés
1318,Autres
138,Autres subventions d'investissement (même ventilation que celle du compte 131)
13911,Etat
13912,Régions
13913,Départements
13914,Communes
13915,Collectivités publiques
13916,Entreprises publiques
13917,Entreprises et organismes privés 
13918,Autres
1398,Autres subventions d'investissement (même ventilation que celle du compte 1391)
1423,Provisions reconstitution des gisements miniers et pétroliers
1424,Provisions pour investissement (participation des salariés)
1431,Hausse des prix
1432,Fluctuation des cours
144,Provisions réglementées relatives aux autres éléments de l'actif
145,Amortissements dérogatoires
146,Provision spéciale de réévaluation
147,Plus-values réinvesties
148,Autres provisions réglementées
1511,Provisions pour litiges
1512,Provisions pour garanties données aux clients
1513,Provisions pour pertes sur marchés à terme
1514,Provisions pour amendes et pénalités
1515,Provisions pour pertes de change
1516,Provisions pour pertes sur contrats
1518,Autres provisions pour risques
153,Provisions pour pensions et obligations similaires
154,Provisions pour restructurations
155,Provisions pour impôts
156,Provisions pour renouvellement des immobilisations (entreprises concessionnaires)
1572,Provisions pour gros entretien ou grandes révisions 
1581,Provisions pour remises en état
161,Emprunts obligataires convertibles
163,Autres emprunts obligataires 
164,Emprunts auprès des établissements de crédit
1651,Dépôts
1655,Cautionnements
1661,Comptes bloqués
1662,Fonds de participation
1671,Emissions de titres participatifs
1674,Avances conditionnées de l'État
1675,Emprunts participatifs
1681,Autres emprunts
1685,Rentes viagères capitalisées
1687,Autres dettes
16881,Sur emprunts obligataires convertibles 
16883,Sur autres emprunts obligataires
16884,Sur emprunts auprès des établissements de crédit
16885,Sur dépôts et cautionnements reçus
16886,Sur participation des salariés aux résultats
16887,Sur emprunts et dettes assortis de conditions particulières
16888,Sur autres emprunts et dettes assimilées
169,Primes de remboursement des obligations
171,Dettes rattachées à des participations (groupe)
174,Dettes rattachées à des participations (hors groupe)
1781,Principal
1788,Intérêts courus
181,Comptes de liaison des établissements
186,Biens et prestations de services échangés entre établissements (charges)
187,Biens et prestations de services échangés entre établissements (produits)
188,Comptes de liaison des sociétés en participation
2011,Frais de constitution
20121,Frais de prospection
20122,Frais de publicité
2013,"Frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)"
203,Frais de recherche et de développement
205,"Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires"
206,Droit au bail
207,Fonds commercial
208,Autres immobilisations incorporelles
2111,Terrains nus
2112,Terrains aménagés
2113,Sous-sols et sur-sols
21141,Carrières
21151,"Ensembles immobiliers industriels (A, B, ...)"
21155,"Ensembles immobiliers administratifs et commerciaux (A, B, ...)"
211581,"Affectés aux opérations professionnelles (A, B, ...)"
211588,"Affectés aux opérations non professionnelles (A, B, ...)"
2116,Compte d'ordre sur immobilisations
212,Agencements et aménagements de terrains (même ventilation que celle du compte 211)
21311,"Ensembles immobiliers industriels (A, B, ...)"
21315,"Ensembles immobiliers administratifs et commerciaux (A, B, ...)"
213181,"Affectés aux opérations professionnelles (A, B, ...)"
213188,"Affectés aux opérations non professionnelles (A, B, ...)"
2135,Installations générales agencements aménagements des constructions (même ventilation que celle du compte 2131)
21381,Voies de terre
21382,Voies de fer
21383,Voies d'eau
21384,Barrages
21385,Pistes d'aérodromes
214,Constructions sur sol d'autrui (même ventilation que celle du compte 213)
21511,Sur sol propre
21514,Sur sol d'autrui
21531,Sur sol propre
21534,Sur sol d'autrui
2154,Matériel industriel
2155,Outillage industriel
2157,Agencements et aménagements du matériel et outillage industriels
2181,Installations générales agencements aménagements divers
2182,Matériel de transport
2183,Matériel de bureau et matériel informatique 
2184,Mobilier
2185,Cheptel
2186,Emballages récupérables
2312,Terrains
2313,Constructions
2315,Installations techniques matériel et outillage industriels
2318,Autres immobilisations corporelles
232,Immobilisations incorporelles en cours 
237,Avances et acomptes versés sur commandes d'immobilisations incorporelles
2382,Terrains
2383,Constructions
2385,Installations techniques matériel et outillage industriels
2388,Autres immobilisations corporelles
2611,Actions
2618,Autres titres
262,Titres évalués par équivalence
266,Autres formes de participation
2671,Créances rattachées à des participations (groupe)
2674,Créances rattachées à des participations (hors groupe)
2675,Versements représentatifs d'apports non capitalisés (appel de fonds)
2676,Avances consolidables
2677,Autres créances rattachées à des participations 
2678,Intérêts courus
2681,Principal
2688,Intérêts courus
269,Versements restant à effectuer sur titres de participation non libérés
2711,Actions
2718,Autres titres
2721,Obligations
2722,Bons
273,Titres immobilisés de l'activité de portefeuille (TIAP)
2741,Prêts participatifs
2742,Prêts aux associés
2743,Prêts au personnel
2748,Autres prêts
2751,Dépôts
2755,Cautionnements
2761,Créances diverses
27682,Sur titres immobilisés (droits de créance)
27684,Sur prêts
27685,Sur dépôts et cautionnements
27688,Sur créances diverses
2771,Actions propres ou parts propres
2772,Actions propres ou parts propres en voie d'annulation
279,Versements restant à effectuer sur titres immobilisés non libérés
2801,Frais d'établissement (même ventilation que celle du compte 201) 
2803,Frais de recherche et de développement 
2805,"Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires"
2807,Fonds commercial
2808,Autres immobilisations incorporelles
2811,Terrains de gisement
2812,Agencements aménagements de terrains (même ventilation que celle du compte 212)
2813,Constructions (même ventilation que celle du compte 213)
2814,Constructions sur sol d'autrui (même ventilation que celle du compte 214)
2815,Installations matériel et outillage industriels (même ventilation que celle du compte 215)
2818,Autres immobilisations corporelles (même ventilation que celle du compte 218)
282,Amortissements des immobilisations mises en concession
2905,"Marques, procédés, droits et valeurs similaires"
2906,Droit au bail
2907,Fonds commercial
2908,Autres immobilisations incorporelles
2911,Terrains (autres que terrains de gisement)
292,Dépréciations des immobilisations mises en concession
2931,Immobilisations corporelles en cours
2932,Immobilisations incorporelles en cours
2961,Titres de participation
2966,Autres formes de participation
2967,Créances rattachées à des participations (même ventilation que celle du compte 267)
2968,Créances rattachées à des sociétés en participation (même ventilation que celle du compte 268)
2971,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille - droit de propriété (ventilation : 271)
2972,Titres immobilisés - droit de créance (même ventilation que celle du compte 272) 
2973,Titres immobilisés de l'activité de portefeuille
2974,Prêts (même ventilation que celle du compte 274)
2975,Dépôts et cautionnements versés (même ventilation que celle du compte 275)
2976,Autres créances immobilisées (même ventilation que celle du compte 276)
311,Matière (ou groupe) A
312,Matière (ou groupe) B
317,"Fournitures A, B, C, .."
3211,Matière (ou groupe) C
3212,Matière (ou groupe) D
3221,Combustibles
3222,Produits d'entretien
3223,Fournitures d'atelier et d usine
3224,Fournitures de magasin
3225,Fournitures de bureau
3261,Emballages perdus
3265,Emballages récupérables non identifiables
3267,Emballages à usage mixte
3311,Produit en cours P 1
3312,Produit en cours P 2
3351,Travaux en cours T 1
3352,Travaux en cours T 2
3411,Études en cours E 1
3412,Études en cours E 2
3451,Prestations de services S 1
3452,Prestations de services S 2
3511,Produits intermédiaires (ou groupe) A 
3512,Produits intermédiaires (ou groupe) B
3551,Produits finis (ou groupe) A
3552,Produits finis (ou groupe) B
3581,Déchets
3585,Rebuts
3586,Matières de récupération
371,Marchandises (ou groupe) A
372,Marchandises (ou groupe) B
3911,Matières (ou groupe) A
3912,Matières (ou groupe) B
3917,"Fournitures A, B, C, .."
3921,Matières consommables (même ventilation que celle du compte 321)
3922,Fournitures consommables (même ventilation que celle du compte 322)
3926,Emballages (même ventilation que celle du compte 326)
3931,Produits en cours (même ventilation que celle du compte 331)
3935,Travaux en cours (même ventilation que celle du compte 335)
3941,Études en cours (même ventilation que celle du compte 341)
3945,Prestations de services en cours (même ventilation que celle du compte 345)
3951,Produits intermédiaires (même ventilation que celle du compte 351)
3955,Produits finis (même ventilation que celle du compte 355)
3971,Marchandises (ou groupe) A
3972,Marchandises (ou groupe) B
400,Fournisseurs et comptes rattachés 
4011,Fournisseurs - Achats de biens et prestations de services
4017,Fournisseurs - Retenues de garantie
403,Fournisseurs - Effets à payer
4041,Fournisseurs - Achats d'immobilisations
4047,Fournisseurs d'immobilisations - Retenues de garantie
405,Fournisseurs d'immobilisations - Effets à payer
4081,Fournisseurs
4084,Fournisseurs d'immobilisations 
4088,Fournisseurs - Intérêts courus
4091,Fournisseurs - Avances et acomptes versés sur commandes
4096,Fournisseurs - Créances pour emballages et matériel à rendre
40971,Fournisseurs d'exploitation
40974,Fournisseurs d'immobilisations
4098,"Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus"
410,Clients et comptes rattachés 
4111,Clients - Ventes de biens ou de prestations de services
4117,Clients - Retenues de garantie
413,Clients - Effets à recevoir
416,Clients douteux ou litigieux
4181,Clients - Factures à établir 
4188,Clients - Intérêts courus
4191,Clients - Avances et acomptes reçus sur commandes
4196,Clients - Dettes pour emballages et matériels consignés 
4197,Clients - Autres avoirs 
4198,"Rabais, remises, ristournes à accorder et autres avoirs à établir"
421,Personnel - Rémunérations dues
422,Comités d'entreprise d'établissement 
4246,Réserve spéciale
4248,Comptes courants
425,Personnel - Avances et acomptes
426,Personnel - Dépôts
427,Personnel - Oppositions
4282,Dettes provisionnées pour congés à payer
4284,Dettes provisionnées pour participation des salariés aux résultats
4286,Autres charges à payer
4287,Produits à recevoir
431,Sécurité Sociale
437,Autres organismes sociaux
4382,Charges sociales sur congés à payer 
4386,Autres charges à payer
4387,Produits à recevoir
4411,Subventions d'investissement
4417,Subventions d'exploitation
4418,Subventions d'équilibre
4419,Avances sur subventions
4424,Obligataires
4425,Associés
4431,Créances sur l'État résultant de la suppression de la règle du décalage d'un mois en matière de TVA
4438,Intérêts courus sur créances figurant au compte 4431
444,État - Impôts sur les bénéfices
445201,TVA due intracommunautaire (Taux Normal)
445202,TVA due intracommunautaire (Taux Intermédiaire)
445203,TVA due intracommunautaire (Autre taux)
44551,TVA à décaisser
44558,Taxes assimilées à la TVA
44562,TVA sur immobilisations
44563,TVA transférée par d'autres entreprises
44566,TVA sur autres biens et services
445662,TVA déductible intracommunautaire
44567,Crédit de TVA à reporter
44568,Taxes assimilées à la TVA
445711,TVA collectée (Taux Normal)
445712,TVA collectée (Taux Intermédiaire)
445713,TVA collectée (Autre taux)
44578,Taxes assimilées à la TVA
44581,Acomptes - Régime simplifié d'imposition
44582,Acomptes - Régime du forfait
44583,Remboursement de taxes sur le chiffre d'affaires demandé
44584,TVA récupérée d'avance
44586,Taxes sur le chiffre d'affaires sur factures non parvenues
44587,Taxes sur le chiffre d'affaires sur factures à établir
446,Obligations cautionnées
447,"Autres impôts, taxes et versements assimilés"
4482,Charges fiscales sur congés à payer 
4486,Charges à payer
4487,Produits à recevoir
449,Quotas d'émission à restituer à l'État
451,Groupe
4551,Principal
4558,Intérêts courus
45611,Apports en nature
45615,Apports en numéraire
45621,"Actionnaires - Capital souscrit et appelé, non versé"
45625,"Associés - Capital appelé, non versé"
4563,Associés - Versements reçus sur augmentation de capital
4564,Associés - Versements anticipés
4566,Actionnaires défaillants
4567,Associés - Capital à rembourser
457,Associés - Dividendes à payer
4581,Opérations courantes
4588,Intérêts courus
462,Créances sur cessions d'immobilisations
464,Dettes sur acquisitions de valeurs mobilières de placement
465,Créances sur cessions de valeurs mobilières de placement
467,Autres comptes débiteurs ou créditeurs
4686,Charges à payer
4687,Produits à recevoir
471,Comptes d'attente 1
472,Comptes d'attente 2
473,Comptes d'attente 3
474,Comptes d'attente 4
475,Comptes d'attente 5
4761,Diminution des créances
4762,Augmentation des dettes
4768,Différences compensées par couverture de change
4771,Augmentation des créances
4772,Diminution des dettes
4778,Différences compensées par couverture de change
478,Autres comptes transitoires
4816,Frais d'émission des emprunts
486,Charges constatées d'avance
487,Produits constatés d'avance
4886,Charges
4887,Produits
489,Quotas d'émission alloués par l'État
491,Dépréciation des comptes de clients
4951,Comptes du groupe
4955,Comptes courants des associés
4958,Opérations faites en commun et en GIE
4962,Créances sur cessions d'immobilisations
4965,Créances sur cessions de valeurs mobilières de placement
4967,Autres comptes débiteurs
501,Parts dans entreprises liées
502,Actions propres
5031,Titres cotés
5035,Titres non cotés
504,Autres titres conférant un droit de propriété
505,Obligations et bons émis par la société et rachetés par elle
5061,Titres cotés
5065,Titres non cotés
507,Bons du Trésor et bons de caisse à court terme
5081,Autres valeurs mobilières
5082,Bons de souscription
5088,"Intérêts courus sur obligations, bons et valeurs assimilées"
509,Versements restant à effectuer sur valeurs mobilières de placement non libérées
5111,Coupons échus à l'encaissement
5112,Chèques à encaisser
5113,Effets à l'encaissement
5114,Effets à l'escompte
5124,Comptes en devises
514,Chèques postaux
515,Caisses du Trésor et des établissements publics
516,Sociétés de bourse
517,Autres organismes financiers
5181,Intérêts courus à payer
5188,Intérêts courus à recevoir
5191,Crédit de mobilisation de créances commerciales (CMCC)
5193,Mobilisation de créances nées à l'étranger
5198,Intérêts courus sur concours bancaires courants
5311,Caisse en monnaie nationale
5314,Caisse en devises
532,Caisse succursale (ou usine) A
533,Caisse succursale (ou usine) B
5903,Actions
5904,Autres titres conférant un droit de propriété 
5906,Obligations
5908,Autres valeurs mobilières de placement et créances assimilées (provisions)
6011,Matières (ou groupe) A
6012,Matières (ou groupe) B
6017,"Fournitures A, B, C, .."
60211,Matières (ou groupe) C
60212,Matières (ou groupe) D
60221,Combustibles
60222,Produits d'entretien
60223,Fournitures d'atelier et d'usine
60224,Fournitures de magasin
60225,Fournitures de bureau
60261,Emballages perdus
60265,Emballages récupérables non identifiables
60267,Emballages à usage mixte
6031,Variation des stocks de matières premières (et fournitures)
6032,Variation des stocks des autres approvisionnements
6037,Variation des stocks de marchandises
604,Achats d'études et prestations de services
605,Achats de matériel équipements et travaux
6061,"Fournitures non stockables (eau, énergie...) "
6063,Fournitures d'entretien et de petit équipement
6064,Fournitures administratives
6068,Autres matières et fournitures
6071,Marchandise (ou groupe) A
6072,Marchandise (ou groupe) B
608,Frais accessoires incorporés aux achats
6091,- de matières premières (et fournitures)
6092,- d'autres approvisionnements stockés
6094,- d'études et prestations de services
6095,"- de matériel, équipements et travaux"
6096,- d'approvisionnements non stockés
6097,- de marchandises
6098,"Rabais, remises et ristournes non affectés"
611,Sous-traitance générale
6122,Crédit-bail mobilier
6125,Crédit-bail immobilier
6132,Locations immobilières
6135,Locations mobilières
6136,Malis sur emballages
614,Charges locatives et de copropriété
6152,- sur biens immobiliers
6155,- sur biens mobiliers
6156,Maintenance
6161,Multirisques
6162,Assurance obligatoire dommage construction 
61636,Assurance transport sur achats
61637,Assurance transportsur ventes
61638,Assurance transport sur autres biens
6164,Risques d'exploitation
6165,Insolvabilité clients
617,Études et recherches
6181,Documentation générale
6183,Documentation technique
6185,"Frais de colloques, séminaires, conférences"
619,"Rabais, remises et ristournes obtenus sur services extérieurs"
6211,Personnel intérimaire
6214,Personnel détaché ou prêté à l'entreprise
6221,Commissions et courtages sur achats 
6222,Commissions et courtages sur ventes
6224,Rémunérations des transitaires
6225,Rémunérations d'affacturage
6226,Honoraires
6227,Frais d'actes et de contentieux
6228,Divers
6231,Annonces et insertions
6232,Échantillons
6233,Foires et expositions
6234,Cadeaux à la clientèle
6235,Primes
6236,Catalogues et imprimés
6237,Publications
6238,"Divers (pourboires, dons courants...)"
6241,Transports sur achats
6242,Transports sur ventes
6243,Transports entre établissements ou chantiers
6244,Transports administratifs
6247,Transports collectifs du personnel
6248,Divers
6251,Voyages et déplacements
6255,Frais de déménagement
6256,Missions
6257,Réceptions
626,Frais postaux et frais de télécommunications
6271,"Frais sur titres (achat, vente, garde)"
6272,Commissions et frais sur émission d'emprunts
6275,Frais sur effets
6276,Location de coffres
6278,Autres frais et commissions sur prestations de services
6281,Concours divers (cotisations...)
6284,Frais de recrutement de personnel
629,"Rabais, remises et ristournes obtenus sur autres services extérieurs"
6311,Taxe sur les salaires
6312,Taxe d'apprentissage
6313,Participation des employeurs à la formation professionnelle continue
6314,Cotisation pour défaut d'investissement obligatoire dans la construction
6318,Autres
6331,Versement de transport
6332,Allocation logement
6333,Participation des employeurs à la formation professionnelle continue
6334,Participation des employeurs à l'effort de construction
6335,Versements libératoires ouvrant droit à l'exonération de la taxe d'apprentissage
6338,Autres
63511,Taxe professionnelle
63512,Taxes foncières
63513,Autres impôts locaux
63514,Taxe sur les véhicules des sociétés
6352,Taxes sur le chiffre d'affaires non récupérables 
6353,Impôts indirects
63541,Droits de mutation
6358,Autres droits
6371,Contribution sociale de solidarité à la charge des sociétés
6372,Taxes perçues par les organismes publics internationaux
6374,Impôts et taxes exigibles à l'étranger
6378,Taxes diverses
6411,Salaires et appointements
6412,Congés payés
6413,Primes et gratifications
6414,Indemnités et avantages divers
6415,Supplément familial
644,Rémunération du travail de l'exploitant
6451,Cotisations à l'URSSAF
6452,Cotisations aux mutuelles
6453,Cotisations aux caisses de retraites
6454,Cotisations aux ASSEDIC
6458,Cotisations aux autres organismes sociaux
646,Cotisations sociales personnelles de l'exploitant
6471,Prestations directes
6472,Versements aux comités d'entreprise et d'établissement
6473,Versements aux comités d'hygiène et de sécurité
6474,Versements aux autres oeuvres sociales
6475,Médecine du travail pharmacie
648,Autres charges de personnel
6511,"Redevances pour concessions brevets, licences, marques, procédés, logiciels "
6516,Droits d'auteur et de reproduction
6518,Autres droits et valeurs similaires
653,Jetons de présence
6541,Créances de l'exercice
6544,Créances des exercices antérieurs
6551,Quote-part de bénéfice transférée (comptabilité du gérant)
6555,Quote-part de perte supportée (comptabilité des associés non gérants)
658,Charges diverses de gestion courante
66116,Intérêts des emprunts et dettes assimilées
66117,Intérêts des dettes rattachées à des participations
6615,Intérêts des comptes courants et des dépôts créditeurs
6616,"Intérêts bancaires et sur opérations de financement (escompte, ...)"
6617,Intérêts des obligations cautionnées
66181,Intérêts des dettes commerciales
66188,Intérêts des dettes diverses
664,Pertes sur créances liées à des participations
665,Escomptes accordés
666,Pertes de change
667,Charges nettes sur cessions de valeurs mobilières de placement
668,Autres charges financières
6711,Pénalités sur marchés (et dédits payés sur achats et ventes)
6712,"Pénalités, amendes fiscales et pénales "
6713,"Dons, libéralités"
6714,Créances devenues irrécouvrables dans l'exercice
6715,Subventions accordées
6717,Rappels d'impôts (autres qu'impôts sur les bénéfices)
6718,Autres charges exceptionnelles sur opération de gestion
672,Charges sur exercices antérieurs (en cours d'exercice seulement)
6751,Immobilisations incorporelles
6752,Immobilisations corporelles
6756,Immobilisations financières
6758,Autres éléments d'actif
6781,Malis provenant de clauses d'indexation 
6782,Lots
6783,Malis provenant du rachat par l'entreprise d'actions et obligations émises par elle-même
6788,Charges exceptionnelles diverses
68111,Immobilisations incorporelles
68112,Immobilisations corporelles
6812,Dotations aux amortissements des charges d'exploitation à répartir
6815,Dotations aux provisions pour risques et charges d'exploitation
68161,Immobilisations incorporelles
68162,Immobilisations corporelles
68173,Stocks et en-cours
68174,Créances
6861,Dotations aux amortissements des primes de remboursement des obligations
6865,Dotations aux provisions pour risques et charges financiers
68662,Immobilisations financières
68665,Valeurs mobilières de placement
6868,Autres dotations
6871,Dotations aux amortissements exceptionnels des immobilisations
68725,Amortissements dérogatoires
6873,Dotations aux provisions réglementées (stocks)
6874,Dotations aux autres provisions réglementées
6875,Dotations aux provisions exceptionnelles
6876,Dotations aux dépréciations exceptionnelles
691,Participation des salariés aux résultats
6951,Impôts dus en France
6952,Contribution additionnelle à l'impôt sur les bénéfices
6954,Impôts dus à l'étranger
696,Supplément d'impôt sur les sociétés lié aux distributions
697,Imposition forfaitaire annuelle des sociétés
6981,Intégration fiscale - Charges
6989,Intégration fiscale - Produits
699,"Produits, Reports en arrière des déficits"
7011,Produits finis (ou groupe) A
7012,Produits finis (ou groupe) B
702,Ventes de produits intermédiaires
703,Ventes de produits résiduels
7041,Travaux de catégorie (ou activité) A
7042,Travaux de catégorie (ou activité) B
705,Études
706,Prestations de services
7071,Marchandises (ou groupe) A
7072,Marchandises (ou groupe) B
7073,Marchandises à l'exportation
7081,Produits des services exploités dans l'intérêt du personnel
7082,Commissions et courtages
7083,Locations diverses
7084,Mise à disposition de personnel facturée 
7085,Ports et frais accessoires facturés
7086,Bonis sur reprises d'emballages consignés
7087,Bonifications obtenues des clients et primes sur ventes
7088,Autres produits d'activités annexes (cessions d'approvisionnements...)
7091,- sur ventes de produits finis
7092,- sur ventes de produits intermédiaires 
7094,- sur travaux
7095,- sur études
7096,- sur prestations de services
7097,- sur ventes de marchandises
7098,- sur produits des activités annexes
71331,Produits en cours
71335,Travaux en cours
71341,Études en cours
71345,Prestations de services en cours
71351,Produits intermédiaires 
71355,Produits finis
71358,Produits résiduels
721,Immobilisations incorporelles 
722,Immobilisations corporelles
7511,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels "
7516,Droits d'auteur et de reproduction
7518,Autres droits et valeurs similaires
752,Revenus des immeubles non affectés aux activités professionnelles
753,"Jetons de présence et rémunérations d'administrateurs, gérants.."
754,Ristournes perçues des coopératives (provenant des excédents)
7551,Quote-part de perte transférée (comptabilité du gérant)
7555,Quote-part de bénéfice attribuée (comptabilité des associés non-gérants)
758,Produits divers de gestion courante
7611,Revenus des titres de participation
7616,Revenus sur autres formes de participation 
7617,Revenus des créances rattachées à des participations
7621,Revenus des titres immobilisés
7626,Revenus des prêts
7627,Revenus des créances immobilisées
7631,Revenus des créances commerciales 
7638,Revenus des créances diverses
764,Revenus des valeurs mobilières de placement
765,Escomptes obtenus
766,Gains de change
767,Produits nets sur cessions de valeurs mobilières de placement
768,Autres produits financiers
7711,Dédits et pénalités perçus sur achats et sur ventes
7713,Libéralités reçues
7714,Rentrées sur créances amorties
7715,Subventions d'équilibre
7717,Dégrèvements d'impôts autres qu'impôts sur les bénéfices
7718,Autres produits exceptionnels sur opérations de gestion
772,Produits sur exercices antérieurs (en cours d'exercice seulement)
7751,Immobilisations incorporelles
7752,Immobilisations corporelles
7756,Immobilisations financières
7758,Autres éléments d'actif
777,Quote-part des subventions d'investissement virée au résultat de l'exercice
7781,Bonis provenant de clauses d'indexation 
7782,Lots
7783,Bonis provenant du rachat par l'entreprise d'actions et d'obligations émises par elle-même
7788,Produits exceptionnels divers
78111,Immobilisations incorporelles
78112,Immobilisations corporelles
7815,Reprises sur provisions d'exploitation
78161,Immobilisations incorporelles
78162,Immobilisations corporelles
78173,Stocks et en-cours
78174,Créances
7865,Reprises sur provisions financiers
78662,Immobilisations financières
78665,Valeurs mobilières de placement
78725,Amortissements dérogatoires
78726,Provision spéciale de réévaluation
78727,Plus-values réinvesties
7873,Reprises sur provisions réglementées (stocks) 
7874,Reprises sur autres provisions réglementées 
7875,Reprises sur provisions exceptionnelles
7876,Reprises pour dépréciations exceptionnelles
791,Transferts de charges d'exploitation
796,Transferts de charges financières
797,Transferts de charges exceptionnelles
